"","mpg","milage","maketype","car_id","region","year","price","link","make","type","dealer","sold","scrapedate"
"2368","13.3",149000,"Ford C-MAX 2,0 Trend aut. 5d","5621432","København",2007,39800,"https://bilbasen.dk/brugt/bil/ford/c-max/20-trend-aut-5d/5621432","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2369","16.1",71000,"Toyota Avensis 1,6 VVT-i T1 Touring Sports 5d","5496767","Nordsjælland",2018,169800,"https://bilbasen.dk/brugt/bil/toyota/avensis/16-vvt-i-t1-touring-sports-5d/5496767","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2370","13.0",236000,"Toyota Corolla Verso 1,8 Terra 7prs 5d","5604904","København",2007,44900,"https://bilbasen.dk/brugt/bil/toyota/corolla-verso/18-terra-7prs-5d/5604904","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"2371","20.8",152000,"Ford Focus 1,0 SCTi 100 Trend ECO 5d","5623042","København",2012,74800,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-trend-eco-5d/5623042","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2372","20.8",66000,"Toyota Yaris 1,5 VVT-i T2 Exclusive 5d","5521386","Syd- og Vestsjælland",2017,139999,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-i-t2-exclusive-5d/5521386","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2373","26.3",61000,"Toyota Aygo 1,0 VVT-i x-touch 5d","5521102","Nordjylland",2017,89900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-touch-5d/5521102","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2374","15.4",198000,"Ford Fusion 1,4 Ambiente 5d","5520470","Fyn",2006,27980,"https://bilbasen.dk/brugt/bil/ford/fusion/14-ambiente-5d/5520470","Ford","Fusion","NA",0,"2022-11-08 22:29:38.772658"
"2375","18.2",91000,"Ford Fiesta 1,25 60 Trend 5d","5520116","Nordjylland",2011,57900,"https://bilbasen.dk/brugt/bil/ford/fiesta/125-60-trend-5d/5520116","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2376","10.4",173000,"Volvo C70 2,4 170 aut. 2d","5520100","Syd- og Vestsjælland",2008,177777,"https://bilbasen.dk/brugt/bil/volvo/c70/24-170-aut-2d/5520100","Volvo","C70","NA",0,"2022-11-08 22:29:38.772658"
"2377","16.1",90000,"Ford Kuga 1,5 SCTi 150 Titanium+ 5d","5519510","Syd- og Sønderjylland",2016,189900,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-titanium-5d/5519510","Ford","Kuga","NA",0,"2022-11-08 22:29:38.772658"
"2378","19.6",175000,"Ford C-MAX 1,0 SCTi 100 Edition 5d","5518997","Syd- og Vestsjælland",2015,114900,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-100-edition-5d/5518997","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2379","24.7",12000,"Toyota Aygo 1,0 VVT-i x-press 5d","5518711","Vestjylland",2021,114900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-press-5d/5518711","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2380","26.3",44506,"Toyota Aygo 1,0 VVT-i x-sky 5d","5518693","Vestjylland",2016,84900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-sky-5d/5518693","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2381","20.8",108000,"Ford Focus 1,0 SCTi 125 Trend stc. 5d","5518613","Nordjylland",2016,104900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-trend-stc-5d/5518613","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2382","15.9",120000,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d","5518340","København",2017,199900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-aut-5d/5518340","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"2383","11.2",352000,"Volvo S60 2,4 170 Momentum 4d","5518336","Syd- og Sønderjylland",2005,39400,"https://bilbasen.dk/brugt/bil/volvo/s60/24-170-momentum-4d/5518336","Volvo","S60","NA",0,"2022-11-08 22:29:38.772658"
"2384","20.8",132400,"Toyota Yaris 1,0 VVT-i T1 5d","5518069","Vestjylland",2012,54800,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t1-5d/5518069","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2385","19.6",158000,"Ford C-MAX 1,0 SCTi 125 Titanium 5d","5517838","Østjylland",2016,119999,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-titanium-5d/5517838","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2386","12.5",92000,"Ford Sierra 1,6 CL 4d","5560588","Nordjylland",1990,39900,"https://bilbasen.dk/brugt/bil/ford/sierra/16-cl-4d/5560588","Ford","Sierra","NA",0,"2022-11-08 22:29:38.772658"
"2387","22.2",81000,"Ford Fiesta 1,0 SCTi 140 Titanium 5d","5521168","Nordjylland",2017,124900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-140-titanium-5d/5521168","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2388","19.0",75500,"Ford Focus 1,0 EcoBoost Active stc. aut. 5d","5517158","Syd- og Sønderjylland",2019,224900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-active-stc-aut-5d/5517158","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2389","21.6",35100,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d","5503383","Syd- og Vestsjælland",2019,152900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-ie-t3-smart-5d/5503383","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2390","13.9",271000,"Toyota Avensis 1,8 VVT-i Sol 4d","5516510","Fyn",2003,39900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-sol-4d/5516510","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2391","23.3",156000,"Toyota Aygo 1,0 VVT-i T2 Air 5d","5516482","Fyn",2012,44900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-t2-air-5d/5516482","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2392","13.5",225000,"Toyota Avensis 1,8 VVT-i Terra 4d","5516481","Fyn",2000,24900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-terra-4d/5516481","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2393","16.7",211000,"Toyota Yaris 1,3 Luna 5d","5517243","Lolland-Falster",2000,26990,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-luna-5d/5517243","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2394","19.3",62000,"Ford C-MAX 1,0 SCTi 125 Titanium 5d","5467536","Nordsjælland",2019,209800,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-titanium-5d/5467536","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2395","19.5",3490,"Ford Focus 1,0 EcoBoost Titanium X stc. aut. 5d","5515896","Nordsjælland",2021,305000,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-x-stc-aut-5d/5515896","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2396","26.3",50000,"Toyota Aygo 1,0 VVT-i x-black II 5d","5515625","Fyn",2015,89990,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-black-ii-5d/5515625","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2397","23.3",105000,"Toyota Yaris 1,0 VVT-i T2 5d","5515488","Syd- og Sønderjylland",2015,79900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t2-5d/5515488","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2398","26.3",116000,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d","5515334","Syd- og Vestsjælland",2015,74900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/5515334","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2399","12.0",78000,"Volvo V40 CC 2,5 T5 254 Momentum aut. AWD 5d","5515099","Fyn",2013,224900,"https://bilbasen.dk/brugt/bil/volvo/v40-cc/25-t5-254-momentum-aut-awd-5d/5515099","Volvo","V40","NA",0,"2022-11-08 22:29:38.772658"
"2400","19.6",117000,"Toyota Yaris 1,3 VVT-i T2 Style Luksus 5d","5515057","Fyn",2016,114900,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-vvt-i-t2-style-luksus-5d/5515057","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2401","11.1",0,"Volvo P1800 ES 2,0  2d","5514894","København",1973,249900,"https://bilbasen.dk/brugt/bil/volvo/p1800-es/20-2d/5514894","Volvo","P1800","NA",0,"2022-11-08 22:29:38.772658"
"2402","16.9",85000,"Ford Mondeo 1,5 SCTi 160 Titanium stc. 5d","5514838","Østjylland",2015,165000,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-stc-5d/5514838","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"2403","23.3",88000,"Ford Fiesta 1,0 SCTi 125 Titanium 5d","5465775","Nordsjælland",2017,118800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-titanium-5d/5465775","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2404","23.3",110000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5514655","Østjylland",2018,129900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5514655","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2405","18.2",148000,"Toyota Auris 1,3 VVT-i T2 5d","5514346","Fyn",2013,109900,"https://bilbasen.dk/brugt/bil/toyota/auris/13-vvt-i-t2-5d/5514346","Toyota","Auris","NA",0,"2022-11-08 22:29:38.772658"
"2406","19.6",38000,"Ford C-MAX 1,0 SCTi 100 Trend 5d","5514281","Nordjylland",2015,129900,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-100-trend-5d/5514281","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2407","11.5",388000,"Volvo S60 2,4 140 4d","5514019","Nordjylland",2002,19800,"https://bilbasen.dk/brugt/bil/volvo/s60/24-140-4d/5514019","Volvo","S60","NA",0,"2022-11-08 22:29:38.772658"
"2408","18.6",46700,"Ford Focus 1,5 EcoBoost Active Business stc. aut. 5d","5464972","Fyn",2019,269900,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-active-business-stc-aut-5d/5464972","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2409","26.3",25000,"Toyota Aygo 1,0 VVT-i x 5d","5513851","Nordjylland",2015,77700,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-5d/5513851","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2410","28.9",61000,"Toyota Aygo 1,0 VVT-i x-play 5d","5513626","Syd- og Vestsjælland",2019,92900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-5d/5513626","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2411","12.8",370000,"Volvo V40 1,8 Business 5d","5513477","Østjylland",2002,17800,"https://bilbasen.dk/brugt/bil/volvo/v40/18-business-5d/5513477","Volvo","V40","NA",0,"2022-11-08 22:29:38.772658"
"2412","16.7",1e+05,"Toyota Avensis 1,8 VVT-i T2 Premium 4d","5513402","Fyn",2015,154900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-4d/5513402","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2413","9.9",330000,"Volvo V70 2,5 T aut. 5d","5513140","Fyn",2007,74900,"https://bilbasen.dk/brugt/bil/volvo/v70/25-t-aut-5d/5513140","Volvo","V70","NA",0,"2022-11-08 22:29:38.772658"
"2414","20.4",71000,"Ford Ka 1,2 Trend 3d","5512546","Fyn",2013,41200,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5512546","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2415","14.5",166000,"Toyota Corolla 1,6 Luna 4d","5512413","Nordjylland",2008,44900,"https://bilbasen.dk/brugt/bil/toyota/corolla/16-luna-4d/5512413","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"2416","20.8",169000,"Toyota Yaris 1,0 VVT-i T1 3d","5512339","Fyn",2012,49900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t1-3d/5512339","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2417","26.3",43000,"Toyota Aygo 1,0 VVT-i x-clusiv 5d","5512177","Syd- og Vestsjælland",2015,99900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-clusiv-5d/5512177","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2418","20.4",138000,"Ford Ka 1,2 Trend 3d","5512109","Syd- og Sønderjylland",2012,39900,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5512109","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2419","23.3",175000,"Ford Fiesta 1,0 SCTi 100 Titanium 5d","5511843","Fyn",2013,72500,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-titanium-5d/5511843","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2420","23.3",220000,"Toyota Aygo 1,0 VVT-i T1 5d","5511797","Fyn",2012,24999,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-t1-5d/5511797","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2421","12.7",134786,"Ford Mondeo 2,0 Titanium stc. 5d","5511690","Vestjylland",2011,99000,"https://bilbasen.dk/brugt/bil/ford/mondeo/20-titanium-stc-5d/5511690","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"2422","",83930,"Volvo PV444 1,6 B16 2d","5511558","",1956,61800,"https://bilbasen.dk/brugt/bil/volvo/pv444/16-b16-2d/5511558","Volvo","PV444","NA",0,"2022-11-08 22:29:38.772658"
"2423","15.2",114500,"Toyota Avensis 1,8 VVT-i T2 Premium stc. 5d","5511378","Vestjylland",2015,149800,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-stc-5d/5511378","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2424","18.6",81000,"Ford Focus 1,5 EcoBoost Active stc. aut. 5d","5511247","Fyn",2019,249900,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-active-stc-aut-5d/5511247","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2425","15.9",123000,"Ford Grand C-MAX 1,5 SCTi 150 Titanium 5d","5510607","Østjylland",2015,169780,"https://bilbasen.dk/brugt/bil/ford/grand-c-max/15-scti-150-titanium-5d/5510607","Ford","Grand","NA",0,"2022-11-08 22:29:38.772658"
"2426","28.9",56000,"Toyota Aygo 1,0 VVT-i x-clusiv 5d","5510410","Syd- og Vestsjælland",2019,105000,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-clusiv-5d/5510410","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2427","21.3",102000,"Toyota Auris 1,2 T T2 Comfort 5d","5510140","Fyn",2015,139900,"https://bilbasen.dk/brugt/bil/toyota/auris/12-t-t2-comfort-5d/5510140","Toyota","Auris","NA",0,"2022-11-08 22:29:38.772658"
"2428","15.4",56000,"Toyota Avensis 1,8 VVT-i T2 Premium 4d","5509946","Syd- og Sønderjylland",2016,184900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-4d/5509946","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2429","14.9",111000,"Toyota Verso 1,8 VVT-i T2 Touch 7prs 5d","5509572","Fyn",2016,179900,"https://bilbasen.dk/brugt/bil/toyota/verso/18-vvt-i-t2-touch-7prs-5d/5509572","Toyota","Verso","NA",0,"2022-11-08 22:29:38.772658"
"2430","22.4",8000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5509398","Fyn",2021,244900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5509398","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"2431","",52000,"Volvo 121 1,6 Amazon 4d","5509084","Syd- og Sønderjylland",1959,169800,"https://bilbasen.dk/brugt/bil/volvo/121/16-amazon-4d/5509084","Volvo","121","NA",0,"2022-11-08 22:29:38.772658"
"2432","26.3",121000,"Toyota Aygo 1,0 VVT-i x-sky 5d","5509055","Syd- og Sønderjylland",2015,89800,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-sky-5d/5509055","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2433","18.2",139000,"Ford Fiesta 1,25 60 Trend 5d","5508967","Syd- og Vestsjælland",2011,52900,"https://bilbasen.dk/brugt/bil/ford/fiesta/125-60-trend-5d/5508967","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2434","20.8",90000,"Ford Focus 1,0 SCTi 125 Titanium Fun stc. 5d","5508662","Fyn",2017,154900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-titanium-fun-stc-5d/5508662","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2435","20.8",43000,"Ford Focus 1,0 SCTi 100 Trend stc. 5d","5508569","Syd- og Vestsjælland",2014,122900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-trend-stc-5d/5508569","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2436","19.6",55000,"Ford Ka 1,2 Trend 3d","5508546","Lolland-Falster",2011,45990,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5508546","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2437","18.5",125000,"Toyota Yaris 1,3 VVT-i T2 5d","5508493","Syd- og Vestsjælland",2014,89900,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-vvt-i-t2-5d/5508493","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2438","28.9",5600,"Toyota Aygo 1,0 VVT-i x-style 5d","5508426","Syd- og Vestsjælland",2020,134900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-style-5d/5508426","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"2439","24.2",5000,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5508241","Syd- og Sønderjylland",2022,229750,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5508241","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2440","22.4",3000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5508119","Syd- og Sønderjylland",2022,279900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5508119","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"2441","20.8",79000,"Ford Focus 1,0 SCTi 100 Trend stc. 5d","5418803","Nordsjælland",2016,134800,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-trend-stc-5d/5418803","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2442","20.8",58000,"Ford Focus 1,0 SCTi 125 Titanium stc. 5d","5490897","Fyn",2017,169900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-titanium-stc-5d/5490897","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2443","15.4",111500,"Ford S-MAX 1,5 SCTi 160 Titanium 7prs 5d","5507294","København",2015,249800,"https://bilbasen.dk/brugt/bil/ford/s-max/15-scti-160-titanium-7prs-5d/5507294","Ford","S-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2444","20.9",4500,"Ford Puma 1,0 EcoBoost mHEV ST-Line V DCT 5d","5471008","Fyn",2021,299900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-st-line-v-dct-5d/5471008","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"2445","27.5",22000,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5506837","Syd- og Vestsjælland",2021,179995,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5506837","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2446","16.9",214000,"Ford Focus 1,6 Trend 5d","5506821","Syd- og Sønderjylland",2011,58400,"https://bilbasen.dk/brugt/bil/ford/focus/16-trend-5d/5506821","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2447","13.9",326000,"Toyota Avensis 1,8 VVT-i Sol stc. 5d","5506780","Nordjylland",2004,14900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-sol-stc-5d/5506780","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2448","15.4",81500,"Ford S-MAX 1,5 SCTi 160 Titanium 7prs 5d","5511420","Nordjylland",2015,244900,"https://bilbasen.dk/brugt/bil/ford/s-max/15-scti-160-titanium-7prs-5d/5511420","Ford","S-MAX","NA",0,"2022-11-08 22:29:38.772658"
"2449","23.4",12000,"Toyota Yaris 1,0 VVT-i T2 5d","5505983","København",2020,149900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t2-5d/5505983","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"2450","13.0",3e+05,"Toyota Corolla Verso 1,8 Sol 7prs 5d","5505743","Syd- og Sønderjylland",2008,48500,"https://bilbasen.dk/brugt/bil/toyota/corolla-verso/18-sol-7prs-5d/5505743","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"2451","20.4",72000,"Ford Ka 1,2 Titanium 3d","5505515","Fyn",2013,44980,"https://bilbasen.dk/brugt/bil/ford/ka/12-titanium-3d/5505515","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2452","21.2",19317,"Ford Puma 1,0 EcoBoost mHEV Titanium DCT 5d","5505237","Syd- og Sønderjylland",2021,299900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-dct-5d/5505237","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"2453","15.4",112000,"Ford Fusion 1,4  5d","5505217","Fyn",2007,39980,"https://bilbasen.dk/brugt/bil/ford/fusion/14-5d/5505217","Ford","Fusion","NA",0,"2022-11-08 22:29:38.772658"
"2454","14.5",212000,"Toyota Corolla 1,6 Sol 4d","5505056","Syd- og Vestsjælland",2007,49900,"https://bilbasen.dk/brugt/bil/toyota/corolla/16-sol-4d/5505056","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"2455","23.3",42000,"Ford Fiesta 1,0 EcoBoost Titanium B&O Play 5d","5504790","Fyn",2018,154990,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-bo-play-5d/5504790","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2456","20.4",68000,"Ford Ka 1,2 Trend+ 3d","5504463","Fyn",2011,44980,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5504463","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2457","27.5",35000,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d","5504194","Nordjylland",2020,209700,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-st-line-5d/5504194","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2458","16.4",190000,"Ford Fiesta 1,3 Base 3d","5503926","Fyn",2004,17980,"https://bilbasen.dk/brugt/bil/ford/fiesta/13-base-3d/5503926","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2459","15.4",111000,"Toyota Avensis 1,8 VVT-i T2 Premium Touring Sports 5d","5503774","København",2016,169900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-touring-sports-5d/5503774","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2460","22.9",63000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5503316","Syd- og Sønderjylland",2018,149900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5503316","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2461","23.3",85000,"Ford Fiesta 1,0 SCTi 100 ST-Line 5d","5503153","Syd- og Sønderjylland",2017,109400,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-st-line-5d/5503153","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2462","20.8",85000,"Ford Focus 1,0 SCTi 125 Business stc. 5d","5502932","Nordjylland",2015,129000,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-business-stc-5d/5502932","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"2463","14.3",179000,"Toyota Avensis 2,0 VVT-i T2 stc. E-CVT 5d","5502063","Fyn",2010,99900,"https://bilbasen.dk/brugt/bil/toyota/avensis/20-vvt-i-t2-stc-e-cvt-5d/5502063","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"2464","23.3",110000,"Ford Fiesta 1,0 65 Titanium 5d","5501788","Østjylland",2014,69999,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-65-titanium-5d/5501788","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2465","23.3",99000,"Ford Fiesta 1,0 SCTi 125 Titanium 5d","5502837","Syd- og Vestsjælland",2016,106800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-titanium-5d/5502837","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2466","22.2",115000,"Ford Fiesta 1,0 SCTi 140 Black Edition 3d","5501552","Syd- og Sønderjylland",2015,109995,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-140-black-edition-3d/5501552","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2467","11.8",117000,"Volvo 142 2,0  2d","5501691","Nordjylland",1969,1e+05,"https://bilbasen.dk/brugt/bil/volvo/142/20-2d/5501691","Volvo","142","NA",0,"2022-11-08 22:29:38.772658"
"2468","20.4",130000,"Ford Ka 1,2 Special Trend+ 3d","5501235","Fyn",2013,39800,"https://bilbasen.dk/brugt/bil/ford/ka/12-special-trend-3d/5501235","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2469","",0,"Ford A 3,3 Tudor Deluxe 2d","5501099","Syd- og Sønderjylland",1930,159800,"https://bilbasen.dk/brugt/bil/ford/a/33-tudor-deluxe-2d/5501099","Ford","A","NA",0,"2022-11-08 22:29:38.772658"
"2470","18.9",164000,"Ford Ka 1,2 Ambiente SE 3d","5501088","Fyn",2009,19999,"https://bilbasen.dk/brugt/bil/ford/ka/12-ambiente-se-3d/5501088","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"2471","16.4",187000,"Ford Fiesta 1,3 Ambiente 5d","5500666","Fyn",2007,14999,"https://bilbasen.dk/brugt/bil/ford/fiesta/13-ambiente-5d/5500666","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"2472","16.7",33000,"Ford Focus 1,6 SCTi 150 Titanium stc. 5d","5499671","Østjylland",2012,139900,"https://bilbasen.dk/brugt/bil/ford/focus/16-scti-150-titanium-stc-5d/5499671","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
